towed_date_	towed_from	towed_by	hour	Minutes	Time	towed_cars_year	towed_make	towed_model	towed_desc	towed_color	towed_misc	towed_agency	towed_reason__FIXED	towed_reason_code	day_of_week_when_towed	Month_when_towed	Year_when_towed
Friday, January 21, 2011	COMM AV/WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	2	ACUR	ATL	4	GRY GRY		KK1	12	CODE 12	Friday	January	2011
Friday, January 21, 2011	591 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	99	HOND	CIV	4	GRN GRN		KK1	12	12	Friday	January	2011
Friday, January 21, 2011	561 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	3	TOYT	CAM	4	BLU BLU		KK1	12	12	Friday	January	2011
Friday, January 21, 2011	591 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	4	HOND	ACC	4	GRY GRY		KK1	12	12	Friday	January	2011
Friday, January 21, 2011	640 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	96	BUIC	REG	4	WHI WHI		KK1	12	CODE 12	Friday	January	2011
Friday, January 21, 2011	588 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	99	PLYM	VOY	VN	BLU BLU		KK1	12	CODE 12	Friday	January	2011
Friday, January 21, 2011	19 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	99	VOLK	JET	4	RED RED		KK1	12	CODE 12	Friday	January	2011
Friday, January 21, 2011	591 WASHINGTON ST	OSHEAS	5	57:00:00	5:57:00	4	HOND	ACC	4	WHI WHI		KK1	12	12	Friday	January	2011
Friday, January 21, 2011	375 CAMBRIDGE ST	OSHEAS	2	20:00:00	2:20:00	8	INFI	EX3	4	BLK BLK		POLTOW	12	CODE12	Friday	January	2011
Friday, January 21, 2011	1767 COMMONWEALTH AV	OSHEAS	18	41:00:00	18:41:00	7	HOND	ACC	4	BLU		POLICE	5	CD-05 HANDICAP PARKING	Friday	January	2011
Friday, January 28, 2011	930 PARKER ST	OSHEAS	13	35:00:00	13:35:00	99	CHEV	TAH	4	GRY GRY	BHA	PRIVAT	14	CODE 14	Friday	January	2011
Friday, July 16, 2010	32 CHISWICK ST	OSHEAS	8	27:00:00	8:27:00	4	HOND	CIV	4	GRN GRN		KD	5	5	Friday	July	2010
Friday, February 11, 2011	122 WARREN ST	OSHEAS....787-0101	9	35:00:00	9:35:00	4	HYUN	ELA	4	BLK BLK		POLICE	5	CODE 05	Friday	February	2011
Friday, January 28, 2011	115 WARREN ST	OSHEAS....787-0101	12	52:00:00	12:52:00	9	AUDI	A4	4	BLK BLK		POLICE	5	CODE 05	Friday	January	2011
Friday, December 10, 2010	70 BIRMINGHAM PY	OSHES	8	49:00:00	8:49:00	3	AUDI	A4	4	BLU BLU	BOSTON POLICE	KT55	5	CODE 5	Friday	December	2010
Friday, December 10, 2010	ST.JAMES/BERKERLY ST	OSHES	10	29:00:00	10:29:00	6	STRN		4	WHI WHI	BOSTON POLICE	D426	5	CODE 5	Friday	December	2010
Friday, April 01, 2011	900 AMERICAN LEGION HY	PARKWAY	14	55:00:00	14:55:00	3	TOYT			GRY		L412	3	3	Friday	April	2011
Friday, April 02, 2010	192 WESTBIEW ST	PARKWAY	11	26:00:00	11:26:00	98	TOYT	CAM	4	BRO BRO	DPW	PRIVAT	15	CODE 15 CANCELLED	Friday	April	2010
Friday, April 02, 2010	11 ASHTON ST	PARKWAY	10	40:00:00	10:40:00	98	IZU	ROD		WHI WHI	608555791	POLTOW	15	15 CANCELLED	Friday	April	2010
Friday, April 02, 2010	18 STRATTON ST EX	PARKWAY	10	42:00:00	10:42:00	0	FORD			TAN TAN	608555824	POLTOW	15	15	Friday	April	2010
Friday, April 02, 2010	103 STRATTON ST	PARKWAY	10	55:00:00	10:55:00	1	HYUN	SON	4	GRY GRY	DPW	PRIVAT	14	CODE 14	Friday	April	2010
Friday, April 02, 2010	61 STRATTON ST	PARKWAY	10	54:00:00	10:54:00	2	FORD	EXP	4	BLK BLK	DPW	PRIVAT	14	CODE 14	Friday	April	2010
Friday, April 02, 2010	42 ALWIN ST	PARKWAY	17	50:00:00	17:50:00	94	TOYT	COR	4	BLU		POLICE	5	CD-05 REVO/INSC	Friday	April	2010
Friday, April 02, 2010	HYDE / WINTHROP	PARKWAY	11	26:00:00	11:26:00	6	ACUR	32	4	GRY		POLICE	5	5	Friday	April	2010
Friday, April 02, 2010	105 SPRING ST	PARKWAY	20	14:00:00	20:14:00	2	BUIC	LES	4	WHT		POLICE	1	CD-01 ARREST	Friday	April	2010
Friday, April 08, 2011	8 LYFORD ST	PARKWAY	10	44:00:00	10:44:00	6	MERC	MIL	4	GRY		PRIVAT	15	CODE 15	Friday	April	2011
Friday, April 08, 2011	62 COLONIAL AV	PARKWAY	10	41:00:00	10:41:00	2	HOND	ACC	4	BLU		PRIVAT	15	CODE 15	Friday	April	2011
Friday, April 08, 2011	25 WESTMINSTER ST	PARKWAY	9	30:00:00	9:30:00	95	TOYT			TAN	J425	POLICE	5	5	Friday	April	2011
Friday, April 09, 2010	90 AMES ST	PARKWAY	10	27:00:00	10:27:00	0	JEEP	GRA	5	BLK BLK	DPW	PRIVAT	15	CODE 15 CANCELLED	Friday	April	2010
Friday, April 09, 2010	36 IRMA ST	PARKWAY	9	36:00:00	9:36:00	94	HOND	ACC	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	191 TALBOT	PARKWAY	9	14:00:00	9:14:00	3	MERC	SAB	4	BRO	609952136	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	154 TALBOT	PARKWAY	9	14:00:00	9:14:00	89	HOND	CIV	4	BRO	609952125	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	9 BOYDEN ST	PARKWAY	9	2:00:00	9:02:00	2	FORD	EXP	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	112 TALBOT AVE	PARKWAY	11	1:00:00	11:01:00	5	AUDI	A6	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	84 AMES ST	PARKWAY	10	34:00:00	10:34:00	0	FORD	EXP	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	90 AMES ST	PARKWAY	10	31:00:00	10:31:00	98	CHEV	MAL	4	GRY GRY	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	38 AMES ST	PARKWAY	10	18:00:00	10:18:00	98	NISS	ALT	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	April	2010
Friday, April 09, 2010	AMERICAN LEGION HGHY/WALK	PARKWAY	9	39:00:00	9:39:00	3	FORD	FOC	4	GRY GRY		POLTOW	3	CD 03 CLAM #64176	Friday	April	2010
Friday, April 09, 2010	155 GROVE ST	PARKWAY	1	55:00:00	1:55:00	2	TOYT	RAV	5	GRY GRY		POLICE	3	3	Friday	April	2010
Friday, April 15, 2011	134 SOUTHERN AV	PARKWAY	9	19:00:00	9:19:00	3	HOND			GRN GRN		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	9WHITFIRELD ST	PARKWAY	9	16:00:00	9:16:00	95	HOND			GRN GRN		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	99 SOTHERN AV	PARKWAY	9	14:00:00	9:14:00	0	OLDS			GRN GRN		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	99 SOTHERN AV	PARKWAY	9	14:00:00	9:14:00	99	ISZU			GRN GRN		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	9 FERNDALE ST	PARKWAY	9	13:00:00	9:13:00	98	HOND			WHT WHT		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	21 FERNDALE ST	PARKWAY	9	12:00:00	9:12:00	90	FORD			WHT WHT		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	192 WESTVIEW ST	PARKWAY	11	4:00:00	11:04:00	99	HOND			BLK BLK		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	87 STRATTON ST	PARKWAY	10	56:00:00	10:56:00	96	HOND			GRN GRN		PRIVAT	15	CODE15	Friday	April	2011
Friday, April 15, 2011	233 W. NEWTON S END	PARKWAY	10	16:00:00	10:16:00	3	AUDI	A4	4	BLU	ST CLEANING	POLICE	15	15	Friday	April	2011
Friday, April 15, 2011	87 WOODROW AVE DO	PARKWAY	10	13:00:00	10:13:00	1	INFI	I30	4	TAN	ST CLEANING	POLICE	15	15	Friday	April	2011
Friday, April 15, 2011	89 WOODROW AVE DO	PARKWAY	10	13:00:00	10:13:00	0	MERZ	320	4	GRN	ST CLEANING	POLICE	15	15	Friday	April	2011
Friday, April 15, 2011	105 WOODROW AVE DO	PARKWAY	10	12:00:00	10:12:00	95	TOYO	COR	4	GRY	ST CLEANING	POLICE	15	15	Friday	April	2011
Friday, April 15, 2011	OPP 145 MILLET ST DO	PARKWAY	10	10:00:00	10:10:00	95	HYUN	SON	4	GRY	ST CLEANING	POLICE	15	15	Friday	April	2011
Friday, April 16, 2010	27 COLONIAL AVE	PARKWAY	9	25:00:00	9:25:00	8	CHEV		LL	GRY GRY	610268455	DPW	15	CD 15	Friday	April	2010
Friday, April 16, 2010	00 ELMHURST ST/NORFORK AV	PARKWAY	9	25:00:00	9:25:00	10	TOYT		LL	GRY GRY	610268374	DPW	15	CD 15	Friday	April	2010
Friday, April 16, 2010	00 ELMHURST ST/NORFORK AV	PARKWAY	9	25:00:00	9:25:00	98	FORD		LL	BLU BLU	610268385	DPW	15	CD 15	Friday	April	2010
Friday, April 16, 2010	61 COLONIAL AVE	PARKWAY	9	25:00:00	9:25:00	99	CADI		LL	WHI WHI	610268470	DPW	15	CD 15	Friday	April	2010
Friday, April 16, 2010	00 ELMHURST ST/NORFORK AV	PARKWAY	9	25:00:00	9:25:00	93	TOYT		LL	WHI WHI	610268400	DPW	15	CD 15	Friday	April	2010
Friday, April 16, 2010	150 WOODROW AV	PARKWAY	10	21:00:00	10:21:00	98	FORD			GRN GRN	610268525	POLTOW	15	15	Friday	April	2010
Friday, April 16, 2010	7 IRMA ST	PARKWAY	10	21:00:00	10:21:00	93	LEXS		4	WHI WHI	610268540	POLTOW	15	15	Friday	April	2010
Friday, April 16, 2010	4 DARLINGTON ST	PARKWAY	10	21:00:00	10:21:00	94	NISS		4	BRO BRO	610268481	POLTOW	15	15	Friday	April	2010
Friday, April 16, 2010	46 ST JOHN ST	PARKWAY	12	3:00:00	12:03:00	9	HOND			BLU BLU		J416	11	CODE11	Friday	April	2010
Friday, April 16, 2010	43 WELLSMERE RD	PARKWAY	13	21:00:00	13:21:00	97	DODG			WHT WHT		LDETAL	5	CODE05	Friday	April	2010
Friday, April 22, 2011	140 CALENDER STREET	PARKWAY	10	54:00:00	10:54:00	95	FORD	CON	4	WHI		DPW	15	CODE 15	Friday	April	2011
Friday, April 22, 2011	111 AMES STREET	PARKWAY	10	51:00:00	10:51:00	99	NISS	QUE	4	GRY		DPW	15	CODE 15	Friday	April	2011
Friday, April 22, 2011	14 ARBITUS STREET	PARKWAY	10	36:00:00	10:36:00	0	MERC	SAB	4	RED		DPW	15	CODE 15	Friday	April	2011
Friday, April 22, 2011	5 BALSAM STREET	PARKWAY	10	34:00:00	10:34:00	99	ACUR		4	GRY		DPW	15	CODE 15	Friday	April	2011
Friday, April 22, 2011	8 LYF0RD ST/ DO	PARKWAY	10	11:00:00	10:11:00	95	ACUR		4	BLK BLK		POLTOW	15	15	Friday	April	2011
Friday, April 22, 2011	8 LYF0RD ST/ DO	PARKWAY	10	11:00:00	10:11:00	3	CHEV		4	WHT WHT		POLTOW	15	15	Friday	April	2011
Friday, April 22, 2011	145 MILLET ST/ DO	PARKWAY	10	11:00:00	10:11:00	8	TOYT	SCI	4	GRY GRY		POLTOW	15	15	Friday	April	2011
Friday, April 22, 2011	8 LYF0RD ST/ DO	PARKWAY	10	11:00:00	10:11:00	10	TOYT		4	RED RED		POLTOW	15	15	Friday	April	2011
Friday, April 22, 2011	6 CALENDER ST/ DO	PARKWAY	10	11:00:00	10:11:00	10	NISS		4	GRY GRY		POLTOW	15	15	Friday	April	2011
Friday, April 23, 2010	50 COLONIAL AV	PARKWAY	9	27:00:00	9:27:00	2	STRN			WHI		DPW	15	15-----CANCEL----	Friday	April	2010
Friday, April 23, 2010	230 CALLENDER ST	PARKWAY	9	59:00:00	9:59:00	99	FORD	WIN	VN	BRO	# 611747625	DPW	15	CD 15	Friday	April	2010
Friday, April 23, 2010	136 CALENDER	PARKWAY	9	32:00:00	9:32:00	99	MERZ			SIL		DPW	15	15	Friday	April	2010
Friday, April 23, 2010	55 COLONIAL AV	PARKWAY	9	25:00:00	9:25:00	95	SAAB			BLK		DPW	15	15	Friday	April	2010
Friday, April 23, 2010	22 ELMHURST ST	PARKWAY	9	19:00:00	9:19:00	4	HOND			BLK		DPW	15	15	Friday	April	2010
Friday, April 23, 2010	8 ELMHURST ST	PARKWAY	9	17:00:00	9:17:00	7	FORD			RED		DPW	15	15	Friday	April	2010
Friday, April 23, 2010	8 ELMHURST ST	PARKWAY	9	15:00:00	9:15:00	0	DODG			WHI		DPW	15	15	Friday	April	2010
Friday, April 23, 2010	69 STRATTON ST	PARKWAY	10	5:00:00	10:05:00	99	HOND	ACC	4	BLK	# 611747662	DPW	15	CD 15	Friday	April	2010
Friday, April 23, 2010	20 STRATTON ST	PARKWAY	10	3:00:00	10:03:00	3	TOYT	SIE	VN	BLU	# 611747651	DPW	15	CD 15	Friday	April	2010
Friday, April 23, 2010	6 FLOYD ST	PARKWAY	10	1:00:00	10:01:00	2	FORD	ECO	VN	WHI	# 611747636	DPW	15	CD 15	Friday	April	2010
Friday, April 23, 2010	1 JOYCE RD	PARKWAY	9	0:00:00	9:00:00	94	VOLV		4	BRO		POLICE	5	5	Friday	April	2010
Friday, April 29, 2011	WEST / HYDE PARK AV	PARKWAY	5	44:00:00	5:44:00	2	MERC	MTN	4	BRO BRO		POLICE	3	3	Friday	April	2011
Friday, April 30, 2010	38 WELD ST	PARKWAY	0	24:00:00	0:24:00	5	CHRY	300	4	WHI WHI		POLICE	3	3	Friday	April	2010
Friday, August 06, 2010	169 CALLENDER ST	PARKWAY	9	12:00:00	9:12:00	95	TOYT			BLK		DPW	15	15----CANCEL---	Friday	August	2010
Friday, August 06, 2010	7 WHITFIELD ST	PARKWAY	9	5:00:00	9:05:00	94	INFI			WHI		DPW	15	15-----CANCEL-----	Friday	August	2010
Friday, August 06, 2010	15 BOYDEN ST	PARKWAY	9	10:00:00	9:10:00	2	NISS			BLU		DPW	15	15	Friday	August	2010
Friday, August 06, 2010	33 CALENDER	PARKWAY	9	7:00:00	9:07:00	99	DODG			GRY		DPW	15	15	Friday	August	2010
Friday, August 06, 2010	WHITFIELD/NORFOLK	PARKWAY	9	4:00:00	9:04:00	2	FORD			WHI		DPW	15	15	Friday	August	2010
Friday, August 06, 2010	11 ANSON ST	PARKWAY	9	14:00:00	9:14:00	6	SUBA			BLU BLU		JDETAL	14	CODE14	Friday	August	2010
Friday, August 13, 2010	69 STRATTON ST	PARKWAY	10	23:00:00	10:23:00	8	TOYT			GRY GRY	628234891	POLTOW	15	15 ATT;D PLATES	Friday	August	2010
Friday, August 13, 2010	38 STRATTON ST	PARKWAY	10	23:00:00	10:23:00	1	DODG	NEO	4	GRN GRN	628234880	POLTOW	15	15 ATT;D PLATES	Friday	August	2010
Friday, August 13, 2010	36 STRATTON ST	PARKWAY	10	23:00:00	10:23:00	99	FORD	TAU	4	GRY GRY	628234876	POLTOW	15	15 ATT;D PLATES	Friday	August	2010
Friday, August 13, 2010	34 STRATTON ST	PARKWAY	10	23:00:00	10:23:00	99	MERC	VIL	3	GRY GRY	628234865	POLTOW	15	15 ATT;D PLATES	Friday	August	2010
Friday, August 13, 2010	224 CALLENDER ST	PARKWAY	9	50:00:00	9:50:00	4	VOLK			GRY		DPW	15	15	Friday	August	2010
Friday, August 13, 2010	148 CALLENDER ST	PARKWAY	9	39:00:00	9:39:00	95	VOLV		5	GRN GRN	628234751	POLTOW	15	15	Friday	August	2010
Friday, August 13, 2010	STRATTON ST/LIGHTFORD ST	PARKWAY	9	34:00:00	9:34:00	0	FORD	XPL	4	RED RED	628 234 736	POLTOW	15	CD 15	Friday	August	2010
Friday, August 13, 2010	8 LIFORD ST	PARKWAY	9	32:00:00	9:32:00	97	CHEV	GMT	2	WHI WHI	628 234 725	POLTOW	15	CD 15	Friday	August	2010
Friday, August 13, 2010	8 LAURIAT ST	PARKWAY	9	26:00:00	9:26:00	2	MERZ	320	4	GRY GRY	628 234 714	POLTOW	15	CD 15	Friday	August	2010
Friday, August 13, 2010	16 DARLINGTON ST	PARKWAY	8	50:00:00	8:50:00	4	VOLV	V70	5	BLU BLU	628234622	POLTOW	15	15	Friday	August	2010
Friday, August 13, 2010	6 FLOYD ST	PARKWAY	10	3:00:00	10:03:00	1	FORD		4	BLU BLU	628348322	DPW	15	15	Friday	August	2010
Friday, August 13, 2010	WASHINGTON/ DESOTO	PARKWAY	7	30:00:00	7:30:00	0	DODG	CAR	4	BLU BLU		E431	3	3	Friday	August	2010
Friday, August 13, 2010	78 MOZART ST	PARKWAY	3	37:00:00	3:37:00	96	DODG	CAR	4	BLU BLU		POLICE	1	CD 1	Friday	August	2010
Friday, August 20, 2010	82 AMES ST	PARKWAY	9	55:00:00	9:55:00	95	HOND	ODY		WHI WHI	628 426 326	POLTOW	15	CD 15 CANCELLED	Friday	August	2010
Friday, August 20, 2010	13 FERNDALE ST	PARKWAY	8	38:00:00	8:38:00	99	HYUN		4	RED RED	628426120	DPW	15	15 (CANCELLED)	Friday	August	2010
Friday, August 20, 2010	199 WOODROW AV	PARKWAY	9	57:00:00	9:57:00	98	TOYT	CAM	4	WHI WHI	628 426 234	POLTOW	15	CD 15	Friday	August	2010
Friday, August 20, 2010	178 CALLENDER ST	PARKWAY	9	56:00:00	9:56:00	2	TOYT	COR	4	BLU BLU	628 426 260	POLTOW	15	CD 15	Friday	August	2010
Friday, August 20, 2010	5 WHITFIELD ST	PARKWAY	9	54:00:00	9:54:00	97	SUBA	LEG	4	GRN GRN	628 426 212	POLTOW	15	CD 15	Friday	August	2010
Friday, August 20, 2010	113 SOUTHERN AVE	PARKWAY	8	38:00:00	8:38:00	98	HOND		4	GRY GRY	628426120	DPW	15	15	Friday	August	2010
Friday, August 20, 2010	21 FERNDALE ST	PARKWAY	8	38:00:00	8:38:00	6	CADI		4	BLU BLU	628426120	DPW	15	15	Friday	August	2010
Friday, August 20, 2010	29 FERNDALE ST	PARKWAY	8	38:00:00	8:38:00	97	HOND		4	GRY GRY	628426120	DPW	15	15	Friday	August	2010
Friday, August 20, 2010	29 FERNDALE ST	PARKWAY	8	38:00:00	8:38:00	98	CHEV		4	GRN GRN	628426131	DPW	15	15	Friday	August	2010
Friday, August 20, 2010	29 STRATTON ST	PARKWAY	10	31:00:00	10:31:00	1	HOND	ODY	5	GRY GRY	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 20, 2010	AMES ST/ W VIEW	PARKWAY	10	29:00:00	10:29:00	94	TOYT	COR	4	BRO BRO	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 20, 2010	63 AMES ST	PARKWAY	10	26:00:00	10:26:00	0	NISS	FRO	2	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 20, 2010	63 AMES ST	PARKWAY	10	23:00:00	10:23:00	98	SUBA	FOR	4	GRN GRN	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 20, 2010	63 AMES ST	PARKWAY	10	1:00:00	10:01:00	90	HOND	CIV	4	BRN BRN	628 426 341	POLTOW	15	CD 15	Friday	August	2010
Friday, August 20, 2010	116 PIERCE ST	PARKWAY	15	54:00:00	15:54:00	0	NISS	MAX	4	GRY GRY		POLICE	3	3	Friday	August	2010
Friday, August 27, 2010	79 AMES ST	PARKWAY	10	16:00:00	10:16:00	2	MITS		4	RED RED	628850563	DPW	15	15----CANCEL----	Friday	August	2010
Friday, August 27, 2010	36 STRATTON ST	PARKWAY	9	56:00:00	9:56:00	97	ACUR	35R	4	WHI WHI	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 27, 2010	36 STRATTON ST	PARKWAY	9	56:00:00	9:56:00	99	CHEV	TRA	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 27, 2010	78 AMES ST	PARKWAY	10	16:00:00	10:16:00	0	TOYT		4	WHI WHI	628850563	DPW	15	15	Friday	August	2010
Friday, August 27, 2010	90 STRATTON ST	PARKWAY	10	0:00:00	10:00:00	96	TOYT	CAM	4	BRO BRO	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 27, 2010	100 STRATTON ST	PARKWAY	10	0:00:00	10:00:00	99	TOYT	CAM	4	GRN GRN	DPW	PRIVAT	15	CODE 15	Friday	August	2010
Friday, August 27, 2010	BUSY/ WALTER ST	PARKWAY	20	22:00:00	20:22:00	96	MITS	MON	4	RED		POLICE	9	9	Friday	August	2010
Friday, August 27, 2010	AMERICAN LEGION/WALK HILL	PARKWAY	23	22:00:00	23:22:00	3	TOYT	CAM	4	GRY GRY	L411	POLTOW	3	03/ACCIDENT	Friday	August	2010
Friday, August 27, 2010	231 LAGRANGE ST	PARKWAY	3	53:00:00	3:53:00	93	LEXS	ES3	4	WHI WHI		POLICE	3	3	Friday	August	2010
Friday, December 10, 2010	CENTRE & SOUTH ST	PARKWAY	12	1:00:00	12:01:00	9	HYUN	ACC	2	BLU BLU	JK01	POLTOW	11	CODE 11 TOWED120910PARKWAYCALLEDITINLATE	Friday	December	2010
Friday, December 10, 2010	93 BYNNER ST	PARKWAY	12	7:00:00	12:07:00	0	HOND	ACC	2	RED RED	J415	POLTOW	5	CODE 05/11	Friday	December	2010
Friday, December 17, 2010	13 DANFORTH ST	PARKWAY	11	15:00:00	11:15:00	1	TOYT			WHI		J415	5	05--DRIVEWAY	Friday	December	2010
Friday, December 31, 2010	56 SPRAGUE ST	PARKWAY	0	27:00:00	0:27:00	93	BMW	525	4	BLK BLK		POLICE	4	4	Friday	December	2010
Friday, December 31, 2010	285 HEATH ST	PARKWAY	3	20:00:00	3:20:00	4	JEEP	GCK	4	BLU BLU		POLICE	3	3	Friday	December	2010
Friday, February 04, 2011	158 SOUTH ST	PARKWAY	13	14:00:00	13:14:00	3	DODG	DAK	2	BLU BLU	WEBSTER	POLTOW	5	CD 05 BLOCKING	Friday	February	2011
Friday, February 04, 2011	158 SOUTH ST	PARKWAY	13	7:00:00	13:07:00	95	EAGL		4	GRN GRN		POLTOW	5	CD 05 BLOCKING	Friday	February	2011
Friday, February 04, 2011	238 S HUNTINGTON AV	PARKWAY	7	45:00:00	7:45:00	11	HOND		4	BLK	J412D	POLICE	5	5	Friday	February	2011
Friday, February 04, 2011	HALL/ BOITON	PARKWAY	21	58:00:00	21:58:00	99	HOND	CRV	4	GRY		POLIC	5	5	Friday	February	2011
Friday, February 04, 2011	LAGRANGE ST/DENT ST	PARKWAY	12	0:00:00	12:00:00	2	INFI	G20	4	GRY GRY	JACKSON	POLTOW	3	CD 03	Friday	February	2011
Friday, February 11, 2011	42 DANFORTH ST	PARKWAY	13	15:00:00	13:15:00	99	DODG			GRN		J425			Friday	February	2011
Friday, January 07, 2011	HYDE PARK AV/WOODLAWN	PARKWAY	4	43:00:00	4:43:00	2	HOND	ACC		GRY	J431A	POLICE	12	CODE 12 SNOW EMERGENCY	Friday	January	2011
Friday, January 07, 2011	WASH/ CLATON ST	PARKWAY	1	40:00:00	1:40:00	99	FORD	EXP	4	BLU BLU		ET56	5	5	Friday	January	2011
Friday, January 07, 2011	7 CLARKSON ST	PARKWAY	1	25:00:00	1:25:00	99	FORD	EXP	4	BLU BLU		POLICE	5	5	Friday	January	2011
Friday, January 07, 2011	7 CLARKSON ST	PARKWAY	1	25:00:00	1:25:00	99	FORD	EXP	4	BLU BLU		POLICE	5	5	Friday	January	2011
Friday, January 14, 2011	CUMINS HIGH/HYDE PK	PARKWAY	15	34:00:00	15:34:00	97	NISS	STA	4	WHI WHI		POLTOW	3	CD 03	Friday	January	2011
Friday, January 21, 2011	93 CUMMINS HWY	PARKWAY	5	14:00:00	5:14:00	4	TOYT		4	BLU BLU		POLICE	12	CO 12	Friday	January	2011
Friday, January 21, 2011	275 HYDE PARK AV	PARKWAY	3	15:00:00	3:15:00	98	TOYT		4	BRN BRN		POLICE	12	CO 12	Friday	January	2011
Friday, January 21, 2011	950 HYDE PARK AV	PARKWAY	3	15:00:00	3:15:00	9	NISS		4	BLK BLK		POLICE	12	CO 12	Friday	January	2011
Friday, January 28, 2011	1826 CENTRE ST	PARKWAY	12	13:00:00	12:13:00	9	HOND	ACC	4	BLK BLK	MACYS LIQUORS	PRIVAT	14	CODE 14	Friday	January	2011
Friday, January 28, 2011	5 ROUNDHILL ST	PARKWAY	11	13:00:00	11:13:00	5	CHEV	EXP	2	WHI WHI	J416	POLTOW	11	CODE 11	Friday	January	2011
Friday, January 28, 2011	34 LAGRAINE ST	PARKWAY	19	52:00:00	19:52:00	95	TOYT	CAM	4	RED		POLICE	1	1	Friday	January	2011
Friday, July 02, 2010	32 IRMA ST	PARKWAY	11	17:00:00	11:17:00	10	TOYT	COR	4	BLK BLK	624344243	POLTOW	15	15///CANCEL	Friday	July	2010
Friday, July 02, 2010	7 WHITFIELD ST	PARKWAY	10	43:00:00	10:43:00	95	HOND	CIV	4	BLK BLK	624344022	POLTOW	15	15 ///CANCEL	Friday	July	2010
Friday, July 02, 2010	11 WHITFIELD ST	PARKWAY	10	43:00:00	10:43:00	94	INFI	J30	4	WHI WHI	624344011	POLTOW	15	15 ///CANCEL	Friday	July	2010
Friday, July 02, 2010	WESTVIEW STREET/BLUE HILL	PARKWAY	11	9:00:00	11:09:00	97	DODG	CAR	4	WHI		DPW	15	CODE 15	Friday	July	2010
Friday, July 02, 2010	90 FLOYD STREET	PARKWAY	10	53:00:00	10:53:00	98	DODG	RAM	2	RED		DPW	15	CODE 15	Friday	July	2010
Friday, July 02, 2010	152 MILLET ST	PARKWAY	10	43:00:00	10:43:00	4	HOND	CIV	4	BLK BLK	624344044	POLTOW	15	15	Friday	July	2010
Friday, July 02, 2010	54 WOODROW ST	PARKWAY	10	43:00:00	10:43:00	98	OLDS	AUR	4	GRY GRY	624344070	POLTOW	15	15	Friday	July	2010
Friday, July 02, 2010	279 CENTRE ST	PARKWAY	19	23:00:00	19:23:00	10	HOND	INS	5	RED	BCU	POLICE	5	CD-05	Friday	July	2010
Friday, July 02, 2010	118 SUMMER ST	PARKWAY	17	44:00:00	17:44:00	99	TOTY	CAM	4	GRY		POLICE	3	CD-03 ACCID	Friday	July	2010
Friday, July 09, 2010	20 ELMHURST ST	PARKWAY	8	57:00:00	8:57:00	99	ISU	ROD	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	July	2010
Friday, July 09, 2010	60 SOUTHER RD	PARKWAY	8	55:00:00	8:55:00	96	DODG	RAM	4	WHI WHI	DPW	PRIVAT	15	CODE 15	Friday	July	2010
Friday, July 09, 2010	MALLARD/NEW ENGLAND AVE	PARKWAY	8	52:00:00	8:52:00	2	FORD	150	4	BLK BLK	DPW	PRIVAT	15	CODE 15	Friday	July	2010
Friday, July 09, 2010	MALLARD/NEW ENGLAND AVE	PARKWAY	8	49:00:00	8:49:00	1	NISS	ALT	4	WHI WHI	DPW	PRIVAT	15	CODE 15	Friday	July	2010
